origin,destination,ridership
PYL33: Serdang Jaya,KJ32: Taipan,186
PYL33: Serdang Jaya,KJ33: Wawasan,143
PYL33: Serdang Jaya,KJ34: USJ 21,61
PYL33: Serdang Jaya,KJ35: Alam Megah,75
PYL33: Serdang Jaya,KJ36: Subang Alam,87
PYL33: Serdang Jaya,MR01: KL Sentral,220
PYL33: Serdang Jaya,MR02: Tun Sambanthan,535
PYL33: Serdang Jaya,MR03: Maharajalela,26
PYL33: Serdang Jaya,MR04: Hang Tuah,1124
PYL33: Serdang Jaya,MR05: Imbi,255
PYL33: Serdang Jaya,MR06: Bukit Bintang,99
PYL33: Serdang Jaya,MR07: Raja Chulan,44
PYL33: Serdang Jaya,MR08: Bukit Nanas,330
PYL33: Serdang Jaya,MR09: Medan Tuanku,392
PYL33: Serdang Jaya,MR10: Chow Kit,501
PYL33: Serdang Jaya,MR11: Titiwangsa,133
PYL33: Serdang Jaya,PYL03: Kampung Selamat,320
PYL33: Serdang Jaya,PYL04: Sungai Buloh,1482
PYL33: Serdang Jaya,SP12: Cheras,164
PYL33: Serdang Jaya,SP13: Salak Selatan,784
PYL33: Serdang Jaya,SP14: Bandar Tun Razak,297
PYL33: Serdang Jaya,SP15: Bandar Tasik Selatan,1839
PYL33: Serdang Jaya,SP16: Sungai Besi,149
PYL33: Serdang Jaya,SP17: Bukit Jalil,1603
PYL33: Serdang Jaya,SP18: Sri Petaling,263
PYL33: Serdang Jaya,SP19: Awan Besar,1276
PYL33: Serdang Jaya,SP20: Muhibbah,633
PYL33: Serdang Jaya,SP21: Alam Sutera,299
PYL33: Serdang Jaya,SP22: Kinrara,544
PYL33: Serdang Jaya,SP24: IOI Puchong Jaya,1038
PYL33: Serdang Jaya,SP25: Pusat Bandar Puchong,771
PYL33: Serdang Jaya,SP26: Taman Perindustrian Puchong,309
PYL33: Serdang Jaya,SP27: Bandar Puteri,366
PYL33: Serdang Jaya,SP28: Puchong Perdana,323
PYL33: Serdang Jaya,SP29: Puchong Prima,230
PYL33: Serdang Jaya,SP31: Putra Heights,274
PYL34: UPM,A0: All Stations,185546
PYL34: UPM,AG01: Sentul Timur,541
PYL34: UPM,AG02: Sentul,514
PYL34: UPM,AG03: Titiwangsa,2567
PYL34: UPM,AG04: PWTC,1527
PYL34: UPM,AG05: Sultan Ismail,1755
PYL34: UPM,AG06: Bandaraya,4061
PYL34: UPM,AG07: Masjid Jamek,5175
PYL34: UPM,AG08: Plaza Rakyat,3210
PYL34: UPM,AG09: Hang Tuah,1472
PYL34: UPM,AG10: Pudu,1902
PYL34: UPM,AG11: Chan Sow Lin,128
PYL34: UPM,AG12: Miharja,491
PYL34: UPM,AG13: Maluri,464
PYL34: UPM,AG14: Pandan Jaya,708
PYL34: UPM,AG15: Pandan Indah,359
PYL34: UPM,AG16: Cempaka,602
PYL34: UPM,AG17: Cahaya,276
PYL34: UPM,AG18: Ampang,1631
PYL34: UPM,KG04: Kwasa Damansara,1143
PYL34: UPM,KG05: Kwasa Sentral,1144
PYL34: UPM,KG06: Kota Damansara,1268
PYL34: UPM,KG07: Surian,2131
PYL34: UPM,KG08: Mutiara Damansara,1930
PYL34: UPM,KG09: Bandar Utama,3598
PYL34: UPM,KG10: TTDI,2817
PYL34: UPM,KG12: Phileo Damansara,2295
PYL34: UPM,KG13: Pusat Bandar Damansara,2001
PYL34: UPM,KG14: Semantan,3425
PYL34: UPM,KG15: Muzium Negara,9771
PYL34: UPM,KG16: Pasar Seni,4184
PYL34: UPM,KG17: Merdeka,1801
PYL34: UPM,KG18: Bukit Bintang,19457
PYL34: UPM,KG20: Tun Razak Exchange,26332
PYL34: UPM,KG21: Cochrane,7404
PYL34: UPM,KG22: Maluri,4750
PYL34: UPM,KG23: Taman Pertama,367
PYL34: UPM,KG24: Taman Midah,786
PYL34: UPM,KG25: Taman Mutiara,1381
PYL34: UPM,KG26: Taman Connaught,488
PYL34: UPM,KG27: Taman Suntex,513
PYL34: UPM,KG28: Sri Raya,277
PYL34: UPM,KG29: Bandar Tun Hussien Onn,367
PYL34: UPM,KG30: Batu 11 Cheras,123
PYL34: UPM,KG31: Bukit Dukung,208
PYL34: UPM,KG33: Sungai Jernih,165
PYL34: UPM,KG34: Stadium Kajang,354
PYL34: UPM,KG35: Kajang,684
PYL34: UPM,KJ01: Gombak,89
PYL34: UPM,KJ02: Taman Melati,40
PYL34: UPM,KJ03: Wangsa Maju,100
PYL34: UPM,KJ04: Sri Rampai,37
PYL34: UPM,KJ05: Setiawangsa,41
PYL34: UPM,KJ06: Jelatek,19
PYL34: UPM,KJ07: Dato' Keramat,8
PYL34: UPM,KJ08: Damai,17
PYL34: UPM,KJ09: Ampang Park,12
PYL34: UPM,KJ10: KLCC,232
PYL34: UPM,KJ11: Kampung Baru,100
PYL34: UPM,KJ12: Dang Wangi,349
PYL34: UPM,KJ13: Masjid Jamek,344
PYL34: UPM,KJ14: Pasar Seni,7296
PYL34: UPM,KJ15: KL Sentral,1003
PYL34: UPM,KJ16: Bank Rakyat Bangsar,1524
PYL34: UPM,KJ17: Abdullah Hukum,4117
PYL34: UPM,KJ18: Kerinchi,1095
PYL34: UPM,KJ19: Universiti,845
PYL34: UPM,KJ20: Taman Jaya,763
PYL34: UPM,KJ21: Asia Jaya,764
PYL34: UPM,KJ22: Taman Paramount,223
PYL34: UPM,KJ23: Taman Bahagia,330
PYL34: UPM,KJ24: Kelana Jaya,215
PYL34: UPM,KJ25: Lembah Subang,251
PYL34: UPM,KJ26: Ara Damansara,404
PYL34: UPM,KJ27: Cgc Glenmarie,832
PYL34: UPM,KJ28: Subang Jaya,895
PYL34: UPM,KJ29: SS 15,476
PYL34: UPM,KJ30: SS 18,108
PYL34: UPM,KJ31: USJ 7,317
PYL34: UPM,KJ32: Taipan,347
PYL34: UPM,KJ33: Wawasan,97
PYL34: UPM,KJ34: USJ 21,180
PYL34: UPM,KJ35: Alam Megah,386
PYL34: UPM,KJ36: Subang Alam,104
PYL34: UPM,MR01: KL Sentral,337
PYL34: UPM,MR02: Tun Sambanthan,453
PYL34: UPM,MR03: Maharajalela,269
PYL34: UPM,MR04: Hang Tuah,2052
PYL34: UPM,MR05: Imbi,774
PYL34: UPM,MR06: Bukit Bintang,132
PYL34: UPM,MR07: Raja Chulan,282
PYL34: UPM,MR08: Bukit Nanas,676
PYL34: UPM,MR09: Medan Tuanku,873
PYL34: UPM,MR10: Chow Kit,567
PYL34: UPM,MR11: Titiwangsa,195
PYL34: UPM,PYL03: Kampung Selamat,301
PYL34: UPM,PYL04: Sungai Buloh,4559
PYL34: UPM,SP12: Cheras,474
PYL34: UPM,SP13: Salak Selatan,928
PYL34: UPM,SP14: Bandar Tun Razak,818
PYL34: UPM,SP15: Bandar Tasik Selatan,6901
PYL34: UPM,SP16: Sungai Besi,316
PYL34: UPM,SP17: Bukit Jalil,2655
PYL34: UPM,SP18: Sri Petaling,279
PYL34: UPM,SP19: Awan Besar,1738
PYL34: UPM,SP20: Muhibbah,401
PYL34: UPM,SP21: Alam Sutera,397
PYL34: UPM,SP22: Kinrara,1031
PYL34: UPM,SP24: IOI Puchong Jaya,1835
PYL34: UPM,SP25: Pusat Bandar Puchong,1151
PYL34: UPM,SP26: Taman Perindustrian Puchong,709
PYL34: UPM,SP27: Bandar Puteri,486
PYL34: UPM,SP28: Puchong Perdana,288
PYL34: UPM,SP29: Puchong Prima,455
PYL34: UPM,SP31: Putra Heights,707
PYL36: Taman Equine,A0: All Stations,201860
PYL36: Taman Equine,AG01: Sentul Timur,525
PYL36: Taman Equine,AG02: Sentul,439
PYL36: Taman Equine,AG03: Titiwangsa,1993
PYL36: Taman Equine,AG04: PWTC,1513
PYL36: Taman Equine,AG05: Sultan Ismail,1717
PYL36: Taman Equine,AG06: Bandaraya,4031
PYL36: Taman Equine,AG07: Masjid Jamek,7226
PYL36: Taman Equine,AG08: Plaza Rakyat,3953
PYL36: Taman Equine,AG09: Hang Tuah,1403
PYL36: Taman Equine,AG10: Pudu,4229
PYL36: Taman Equine,AG11: Chan Sow Lin,133
PYL36: Taman Equine,AG12: Miharja,224
PYL36: Taman Equine,AG13: Maluri,379
PYL36: Taman Equine,AG14: Pandan Jaya,1064
PYL36: Taman Equine,AG15: Pandan Indah,340
PYL36: Taman Equine,AG16: Cempaka,704
PYL36: Taman Equine,AG17: Cahaya,528
PYL36: Taman Equine,AG18: Ampang,1336
PYL36: Taman Equine,KG04: Kwasa Damansara,957
PYL36: Taman Equine,KG05: Kwasa Sentral,604
PYL36: Taman Equine,KG06: Kota Damansara,1262
PYL36: Taman Equine,KG07: Surian,2501
PYL36: Taman Equine,KG08: Mutiara Damansara,2152
PYL36: Taman Equine,KG09: Bandar Utama,5011
PYL36: Taman Equine,KG10: TTDI,3348
PYL36: Taman Equine,KG12: Phileo Damansara,2374
PYL36: Taman Equine,KG13: Pusat Bandar Damansara,2906
PYL36: Taman Equine,KG14: Semantan,4565
PYL36: Taman Equine,KG15: Muzium Negara,11048
PYL36: Taman Equine,KG16: Pasar Seni,3203
PYL36: Taman Equine,KG17: Merdeka,2801
PYL36: Taman Equine,KG18: Bukit Bintang,23164
PYL36: Taman Equine,KG20: Tun Razak Exchange,28360
PYL36: Taman Equine,KG21: Cochrane,5602
PYL36: Taman Equine,KG22: Maluri,5033
PYL36: Taman Equine,KG23: Taman Pertama,591
PYL36: Taman Equine,KG24: Taman Midah,829
PYL36: Taman Equine,KG25: Taman Mutiara,1489
PYL36: Taman Equine,KG26: Taman Connaught,424
PYL36: Taman Equine,KG27: Taman Suntex,1082
PYL36: Taman Equine,KG28: Sri Raya,348
PYL36: Taman Equine,KG29: Bandar Tun Hussien Onn,254
PYL36: Taman Equine,KG30: Batu 11 Cheras,282
PYL36: Taman Equine,KG31: Bukit Dukung,627
PYL36: Taman Equine,KG33: Sungai Jernih,355
PYL36: Taman Equine,KG34: Stadium Kajang,539
PYL36: Taman Equine,KG35: Kajang,1009
PYL36: Taman Equine,KJ01: Gombak,58
PYL36: Taman Equine,KJ02: Taman Melati,43
PYL36: Taman Equine,KJ03: Wangsa Maju,49
PYL36: Taman Equine,KJ04: Sri Rampai,48
PYL36: Taman Equine,KJ05: Setiawangsa,11
PYL36: Taman Equine,KJ06: Jelatek,10
PYL36: Taman Equine,KJ07: Dato' Keramat,6
PYL36: Taman Equine,KJ08: Damai,7
PYL36: Taman Equine,KJ09: Ampang Park,12
PYL36: Taman Equine,KJ10: KLCC,225
PYL36: Taman Equine,KJ11: Kampung Baru,77
PYL36: Taman Equine,KJ12: Dang Wangi,433
PYL36: Taman Equine,KJ13: Masjid Jamek,448
PYL36: Taman Equine,KJ14: Pasar Seni,5096
PYL36: Taman Equine,KJ15: KL Sentral,752
PYL36: Taman Equine,KJ16: Bank Rakyat Bangsar,2446
PYL36: Taman Equine,KJ17: Abdullah Hukum,5171
PYL36: Taman Equine,KJ18: Kerinchi,2836
PYL36: Taman Equine,KJ19: Universiti,898
PYL36: Taman Equine,KJ20: Taman Jaya,720
PYL36: Taman Equine,KJ21: Asia Jaya,1200
PYL36: Taman Equine,KJ22: Taman Paramount,103
PYL36: Taman Equine,KJ23: Taman Bahagia,175
PYL36: Taman Equine,KJ24: Kelana Jaya,326
PYL36: Taman Equine,KJ25: Lembah Subang,152
PYL36: Taman Equine,KJ26: Ara Damansara,314
PYL36: Taman Equine,KJ27: Cgc Glenmarie,1078
PYL36: Taman Equine,KJ28: Subang Jaya,472
PYL36: Taman Equine,KJ29: SS 15,527
PYL36: Taman Equine,KJ30: SS 18,45
PYL36: Taman Equine,KJ31: USJ 7,414
PYL36: Taman Equine,KJ32: Taipan,231
PYL36: Taman Equine,KJ33: Wawasan,70
PYL36: Taman Equine,KJ34: USJ 21,91
PYL36: Taman Equine,KJ35: Alam Megah,115
PYL36: Taman Equine,KJ36: Subang Alam,11
PYL36: Taman Equine,MR01: KL Sentral,501
PYL36: Taman Equine,MR02: Tun Sambanthan,995
PYL36: Taman Equine,MR03: Maharajalela,145
PYL36: Taman Equine,MR04: Hang Tuah,2314
PYL36: Taman Equine,MR05: Imbi,526
PYL36: Taman Equine,MR06: Bukit Bintang,145
PYL36: Taman Equine,MR07: Raja Chulan,583
PYL36: Taman Equine,MR08: Bukit Nanas,779
PYL36: Taman Equine,MR09: Medan Tuanku,1575
PYL36: Taman Equine,MR10: Chow Kit,1258
PYL36: Taman Equine,MR11: Titiwangsa,212
PYL36: Taman Equine,PYL03: Kampung Selamat,719
PYL36: Taman Equine,PYL04: Sungai Buloh,2484
PYL36: Taman Equine,SP12: Cheras,541
PYL36: Taman Equine,SP13: Salak Selatan,814
PYL36: Taman Equine,SP14: Bandar Tun Razak,918
PYL36: Taman Equine,SP15: Bandar Tasik Selatan,4357
PYL36: Taman Equine,SP16: Sungai Besi,230
PYL36: Taman Equine,SP17: Bukit Jalil,3348
PYL36: Taman Equine,SP18: Sri Petaling,859
PYL36: Taman Equine,SP19: Awan Besar,1717
PYL36: Taman Equine,SP20: Muhibbah,507
PYL36: Taman Equine,SP21: Alam Sutera,427
PYL36: Taman Equine,SP22: Kinrara,946
PYL36: Taman Equine,SP24: IOI Puchong Jaya,2281
PYL36: Taman Equine,SP25: Pusat Bandar Puchong,1438
PYL36: Taman Equine,SP26: Taman Perindustrian Puchong,844
PYL36: Taman Equine,SP27: Bandar Puteri,498
PYL36: Taman Equine,SP28: Puchong Perdana,152
PYL36: Taman Equine,SP29: Puchong Prima,166
PYL36: Taman Equine,SP31: Putra Heights,454
PYL37: Putra Permai,A0: All Stations,124833
PYL37: Putra Permai,AG01: Sentul Timur,444
PYL37: Putra Permai,AG02: Sentul,233
PYL37: Putra Permai,AG03: Titiwangsa,869
PYL37: Putra Permai,AG04: PWTC,982
PYL37: Putra Permai,AG05: Sultan Ismail,756
PYL37: Putra Permai,AG06: Bandaraya,2071
PYL37: Putra Permai,AG07: Masjid Jamek,3110
PYL37: Putra Permai,AG08: Plaza Rakyat,1708
PYL37: Putra Permai,AG09: Hang Tuah,808
PYL37: Putra Permai,AG10: Pudu,1134
PYL37: Putra Permai,AG11: Chan Sow Lin,122
PYL37: Putra Permai,AG12: Miharja,369
PYL37: Putra Permai,AG13: Maluri,382
PYL37: Putra Permai,AG14: Pandan Jaya,505
PYL37: Putra Permai,AG15: Pandan Indah,288
PYL37: Putra Permai,AG16: Cempaka,302
PYL37: Putra Permai,AG17: Cahaya,382
PYL37: Putra Permai,AG18: Ampang,804
PYL37: Putra Permai,KG04: Kwasa Damansara,460
PYL37: Putra Permai,KG05: Kwasa Sentral,350
PYL37: Putra Permai,KG06: Kota Damansara,895
PYL37: Putra Permai,KG07: Surian,1017
PYL37: Putra Permai,KG08: Mutiara Damansara,1194
PYL37: Putra Permai,KG09: Bandar Utama,2835
PYL37: Putra Permai,KG10: TTDI,1826
PYL37: Putra Permai,KG12: Phileo Damansara,1135
PYL37: Putra Permai,KG13: Pusat Bandar Damansara,2651
PYL37: Putra Permai,KG14: Semantan,3011
PYL37: Putra Permai,KG15: Muzium Negara,7603
PYL37: Putra Permai,KG16: Pasar Seni,1668
PYL37: Putra Permai,KG17: Merdeka,1691
PYL37: Putra Permai,KG18: Bukit Bintang,13004
PYL37: Putra Permai,KG20: Tun Razak Exchange,21224
PYL37: Putra Permai,KG21: Cochrane,4081
PYL37: Putra Permai,KG22: Maluri,3532
PYL37: Putra Permai,KG23: Taman Pertama,460
PYL37: Putra Permai,KG24: Taman Midah,362
PYL37: Putra Permai,KG25: Taman Mutiara,979
PYL37: Putra Permai,KG26: Taman Connaught,371
PYL37: Putra Permai,KG27: Taman Suntex,445
PYL37: Putra Permai,KG28: Sri Raya,241
PYL37: Putra Permai,KG29: Bandar Tun Hussien Onn,353
PYL37: Putra Permai,KG30: Batu 11 Cheras,167
PYL37: Putra Permai,KG31: Bukit Dukung,186
PYL37: Putra Permai,KG33: Sungai Jernih,193
PYL37: Putra Permai,KG34: Stadium Kajang,260
PYL37: Putra Permai,KG35: Kajang,754
PYL37: Putra Permai,KJ01: Gombak,25
PYL37: Putra Permai,KJ02: Taman Melati,64
PYL37: Putra Permai,KJ03: Wangsa Maju,44
PYL37: Putra Permai,KJ04: Sri Rampai,23
PYL37: Putra Permai,KJ05: Setiawangsa,12
PYL37: Putra Permai,KJ06: Jelatek,15
PYL37: Putra Permai,KJ07: Dato' Keramat,6
PYL37: Putra Permai,KJ08: Damai,5
PYL37: Putra Permai,KJ09: Ampang Park,6
PYL37: Putra Permai,KJ10: KLCC,130
PYL37: Putra Permai,KJ11: Kampung Baru,46
PYL37: Putra Permai,KJ12: Dang Wangi,146
PYL37: Putra Permai,KJ13: Masjid Jamek,118
PYL37: Putra Permai,KJ14: Pasar Seni,2865
PYL37: Putra Permai,KJ15: KL Sentral,457
PYL37: Putra Permai,KJ16: Bank Rakyat Bangsar,1122
PYL37: Putra Permai,KJ17: Abdullah Hukum,2575
PYL37: Putra Permai,KJ18: Kerinchi,1447
PYL37: Putra Permai,KJ19: Universiti,537
PYL37: Putra Permai,KJ20: Taman Jaya,283
PYL37: Putra Permai,KJ21: Asia Jaya,606
PYL37: Putra Permai,KJ22: Taman Paramount,177
PYL37: Putra Permai,KJ23: Taman Bahagia,54
PYL37: Putra Permai,KJ24: Kelana Jaya,99
PYL37: Putra Permai,KJ25: Lembah Subang,163
PYL37: Putra Permai,KJ26: Ara Damansara,153
PYL37: Putra Permai,KJ27: Cgc Glenmarie,318
PYL37: Putra Permai,KJ28: Subang Jaya,318
PYL37: Putra Permai,KJ29: SS 15,276
PYL37: Putra Permai,KJ30: SS 18,71
PYL37: Putra Permai,KJ31: USJ 7,289
PYL37: Putra Permai,KJ32: Taipan,73
PYL37: Putra Permai,KJ33: Wawasan,77
PYL37: Putra Permai,KJ34: USJ 21,73
PYL37: Putra Permai,KJ35: Alam Megah,58
PYL37: Putra Permai,KJ36: Subang Alam,43
PYL37: Putra Permai,MR01: KL Sentral,192
PYL37: Putra Permai,MR02: Tun Sambanthan,228
PYL37: Putra Permai,MR03: Maharajalela,102
PYL37: Putra Permai,MR04: Hang Tuah,889
PYL37: Putra Permai,MR05: Imbi,453
PYL37: Putra Permai,MR06: Bukit Bintang,86
PYL37: Putra Permai,MR07: Raja Chulan,204
PYL37: Putra Permai,MR08: Bukit Nanas,327
PYL37: Putra Permai,MR09: Medan Tuanku,949
PYL37: Putra Permai,MR10: Chow Kit,709
PYL37: Putra Permai,MR11: Titiwangsa,89
PYL37: Putra Permai,PYL03: Kampung Selamat,155
PYL37: Putra Permai,PYL04: Sungai Buloh,1238
PYL37: Putra Permai,SP12: Cheras,263
PYL37: Putra Permai,SP13: Salak Selatan,753
PYL37: Putra Permai,SP14: Bandar Tun Razak,398
PYL37: Putra Permai,SP15: Bandar Tasik Selatan,3322
PYL37: Putra Permai,SP16: Sungai Besi,233
PYL37: Putra Permai,SP17: Bukit Jalil,5838
PYL37: Putra Permai,SP18: Sri Petaling,1039
PYL37: Putra Permai,SP19: Awan Besar,1359
PYL37: Putra Permai,SP20: Muhibbah,405
PYL37: Putra Permai,SP21: Alam Sutera,350
PYL37: Putra Permai,SP22: Kinrara,526
PYL37: Putra Permai,SP24: IOI Puchong Jaya,1490
PYL37: Putra Permai,SP25: Pusat Bandar Puchong,910
PYL37: Putra Permai,SP26: Taman Perindustrian Puchong,501
PYL37: Putra Permai,SP27: Bandar Puteri,340
PYL37: Putra Permai,SP28: Puchong Perdana,215
PYL37: Putra Permai,SP29: Puchong Prima,115
PYL37: Putra Permai,SP31: Putra Heights,164
PYL38: 16 Sierra,A0: All Stations,57661
PYL38: 16 Sierra,AG01: Sentul Timur,132
PYL38: 16 Sierra,AG02: Sentul,334
PYL38: 16 Sierra,AG03: Titiwangsa,699
PYL38: 16 Sierra,AG04: PWTC,279
PYL38: 16 Sierra,AG05: Sultan Ismail,364
PYL38: 16 Sierra,AG06: Bandaraya,1235
PYL38: 16 Sierra,AG07: Masjid Jamek,2136
PYL38: 16 Sierra,AG08: Plaza Rakyat,1071
PYL38: 16 Sierra,AG09: Hang Tuah,329
PYL38: 16 Sierra,AG10: Pudu,614
PYL38: 16 Sierra,AG11: Chan Sow Lin,33
PYL38: 16 Sierra,AG12: Miharja,156
PYL38: 16 Sierra,AG13: Maluri,111
PYL38: 16 Sierra,AG14: Pandan Jaya,205
PYL38: 16 Sierra,AG15: Pandan Indah,108
PYL38: 16 Sierra,AG16: Cempaka,225
PYL38: 16 Sierra,AG17: Cahaya,61
PYL38: 16 Sierra,AG18: Ampang,471
PYL38: 16 Sierra,KG04: Kwasa Damansara,139
PYL38: 16 Sierra,KG05: Kwasa Sentral,146
PYL38: 16 Sierra,KG06: Kota Damansara,378
PYL38: 16 Sierra,KG07: Surian,783
PYL38: 16 Sierra,KG08: Mutiara Damansara,852
PYL38: 16 Sierra,KG09: Bandar Utama,887
PYL38: 16 Sierra,KG10: TTDI,1111
PYL38: 16 Sierra,KG12: Phileo Damansara,571
PYL38: 16 Sierra,KG13: Pusat Bandar Damansara,946
PYL38: 16 Sierra,KG14: Semantan,1412
PYL38: 16 Sierra,KG15: Muzium Negara,3701
PYL38: 16 Sierra,KG16: Pasar Seni,952
PYL38: 16 Sierra,KG17: Merdeka,703
PYL38: 16 Sierra,KG18: Bukit Bintang,6774
PYL38: 16 Sierra,KG20: Tun Razak Exchange,12184
PYL38: 16 Sierra,KG21: Cochrane,1305
PYL38: 16 Sierra,KG22: Maluri,1512
PYL38: 16 Sierra,KG23: Taman Pertama,136
PYL38: 16 Sierra,KG24: Taman Midah,117
PYL38: 16 Sierra,KG25: Taman Mutiara,486
PYL38: 16 Sierra,KG26: Taman Connaught,281
PYL38: 16 Sierra,KG27: Taman Suntex,209
PYL38: 16 Sierra,KG28: Sri Raya,87
PYL38: 16 Sierra,KG29: Bandar Tun Hussien Onn,108
PYL38: 16 Sierra,KG30: Batu 11 Cheras,40
PYL38: 16 Sierra,KG31: Bukit Dukung,119
PYL38: 16 Sierra,KG33: Sungai Jernih,28
PYL38: 16 Sierra,KG34: Stadium Kajang,52
PYL38: 16 Sierra,KG35: Kajang,183
PYL38: 16 Sierra,KJ01: Gombak,6
PYL38: 16 Sierra,KJ02: Taman Melati,6
PYL38: 16 Sierra,KJ03: Wangsa Maju,7
PYL38: 16 Sierra,KJ04: Sri Rampai,2
PYL38: 16 Sierra,KJ05: Setiawangsa,1
PYL38: 16 Sierra,KJ06: Jelatek,2
PYL38: 16 Sierra,KJ07: Dato' Keramat,0
PYL38: 16 Sierra,KJ08: Damai,0
PYL38: 16 Sierra,KJ09: Ampang Park,3
PYL38: 16 Sierra,KJ10: KLCC,108
PYL38: 16 Sierra,KJ11: Kampung Baru,17
PYL38: 16 Sierra,KJ12: Dang Wangi,30
PYL38: 16 Sierra,KJ13: Masjid Jamek,78
PYL38: 16 Sierra,KJ14: Pasar Seni,1673
PYL38: 16 Sierra,KJ15: KL Sentral,241
PYL38: 16 Sierra,KJ16: Bank Rakyat Bangsar,698
PYL38: 16 Sierra,KJ17: Abdullah Hukum,1121
PYL38: 16 Sierra,KJ18: Kerinchi,463
PYL38: 16 Sierra,KJ19: Universiti,213
PYL38: 16 Sierra,KJ20: Taman Jaya,201
PYL38: 16 Sierra,KJ21: Asia Jaya,199
PYL38: 16 Sierra,KJ22: Taman Paramount,21
PYL38: 16 Sierra,KJ23: Taman Bahagia,31
PYL38: 16 Sierra,KJ24: Kelana Jaya,54
PYL38: 16 Sierra,KJ25: Lembah Subang,69
PYL38: 16 Sierra,KJ26: Ara Damansara,122
PYL38: 16 Sierra,KJ27: Cgc Glenmarie,30
PYL38: 16 Sierra,KJ28: Subang Jaya,145
PYL38: 16 Sierra,KJ29: SS 15,83
PYL38: 16 Sierra,KJ30: SS 18,11
PYL38: 16 Sierra,KJ31: USJ 7,118
PYL38: 16 Sierra,KJ32: Taipan,16
PYL38: 16 Sierra,KJ33: Wawasan,3
PYL38: 16 Sierra,KJ34: USJ 21,5
PYL38: 16 Sierra,KJ35: Alam Megah,11
PYL38: 16 Sierra,KJ36: Subang Alam,3
PYL38: 16 Sierra,MR01: KL Sentral,57
PYL38: 16 Sierra,MR02: Tun Sambanthan,509
PYL38: 16 Sierra,MR03: Maharajalela,20
PYL38: 16 Sierra,MR04: Hang Tuah,390
PYL38: 16 Sierra,MR05: Imbi,123
PYL38: 16 Sierra,MR06: Bukit Bintang,31
PYL38: 16 Sierra,MR07: Raja Chulan,315
PYL38: 16 Sierra,MR08: Bukit Nanas,298
PYL38: 16 Sierra,MR09: Medan Tuanku,134
PYL38: 16 Sierra,MR10: Chow Kit,287
PYL38: 16 Sierra,MR11: Titiwangsa,94
PYL38: 16 Sierra,PYL03: Kampung Selamat,144
PYL38: 16 Sierra,PYL04: Sungai Buloh,463
PYL38: 16 Sierra,SP12: Cheras,69
PYL38: 16 Sierra,SP13: Salak Selatan,172
PYL38: 16 Sierra,SP14: Bandar Tun Razak,62
PYL38: 16 Sierra,SP15: Bandar Tasik Selatan,730
PYL38: 16 Sierra,SP16: Sungai Besi,82
PYL38: 16 Sierra,SP17: Bukit Jalil,878
PYL38: 16 Sierra,SP18: Sri Petaling,187
PYL38: 16 Sierra,SP19: Awan Besar,351
PYL38: 16 Sierra,SP20: Muhibbah,168
PYL38: 16 Sierra,SP21: Alam Sutera,66
PYL38: 16 Sierra,SP22: Kinrara,220
PYL38: 16 Sierra,SP24: IOI Puchong Jaya,608
PYL38: 16 Sierra,SP25: Pusat Bandar Puchong,220
PYL38: 16 Sierra,SP26: Taman Perindustrian Puchong,142
PYL38: 16 Sierra,SP27: Bandar Puteri,122
PYL38: 16 Sierra,SP28: Puchong Perdana,68
PYL38: 16 Sierra,SP29: Puchong Prima,49
PYL38: 16 Sierra,SP31: Putra Heights,46
PYL39: Cyberjaya Utara,A0: All Stations,161521
PYL39: Cyberjaya Utara,AG01: Sentul Timur,714
PYL39: Cyberjaya Utara,AG02: Sentul,573
PYL39: Cyberjaya Utara,AG03: Titiwangsa,1654
PYL39: Cyberjaya Utara,AG04: PWTC,1513
PYL39: Cyberjaya Utara,AG05: Sultan Ismail,1094
PYL39: Cyberjaya Utara,AG06: Bandaraya,2438
PYL39: Cyberjaya Utara,AG07: Masjid Jamek,5665
PYL39: Cyberjaya Utara,AG08: Plaza Rakyat,2427
PYL39: Cyberjaya Utara,AG09: Hang Tuah,843
PYL39: Cyberjaya Utara,AG10: Pudu,1122
PYL39: Cyberjaya Utara,AG11: Chan Sow Lin,176
PYL39: Cyberjaya Utara,AG12: Miharja,197
PYL39: Cyberjaya Utara,AG13: Maluri,744
PYL39: Cyberjaya Utara,AG14: Pandan Jaya,938
PYL39: Cyberjaya Utara,AG15: Pandan Indah,548
PYL39: Cyberjaya Utara,AG16: Cempaka,987
PYL39: Cyberjaya Utara,AG17: Cahaya,337
PYL39: Cyberjaya Utara,AG18: Ampang,1609
PYL39: Cyberjaya Utara,KG04: Kwasa Damansara,874
PYL39: Cyberjaya Utara,KG05: Kwasa Sentral,776
PYL39: Cyberjaya Utara,KG06: Kota Damansara,1067
PYL39: Cyberjaya Utara,KG07: Surian,1671
PYL39: Cyberjaya Utara,KG08: Mutiara Damansara,2002
PYL39: Cyberjaya Utara,KG09: Bandar Utama,3613
PYL39: Cyberjaya Utara,KG10: TTDI,2711
PYL39: Cyberjaya Utara,KG12: Phileo Damansara,1532
PYL39: Cyberjaya Utara,KG13: Pusat Bandar Damansara,1915
PYL39: Cyberjaya Utara,KG14: Semantan,3478
PYL39: Cyberjaya Utara,KG15: Muzium Negara,8271
PYL39: Cyberjaya Utara,KG16: Pasar Seni,2731
PYL39: Cyberjaya Utara,KG17: Merdeka,1331
PYL39: Cyberjaya Utara,KG18: Bukit Bintang,17157
